#comment	blast_taxonomy	seed_id	taxonomy	observation_name	observation_sum	DBIbiofilm100_GTCGGC-K37J4_L001	DBIbiofilm101_TGTAAA-K37J4_L001	DBIbiofilm102_CAGCGT-K37J4_L001	DBIbiofilm103_GGATCA-K37J4_L001	DBIbiofilm104_CCCCAT-K37J4_L001	DBIbiofilm105_CCTCCC-K37J4_L001	DBIbiofilm109_CCTGCT-K37J4_L001	DBIbiofilm10_CTAGTC-K37J4_L001	DBIbiofilm110_TTACTC-K37J4_L001	DBIbiofilm111_ATTAGG-K37J4_L001	DBIbiofilm112_GCCTAA-K37J4_L001	DBIbiofilm113_AAAGCG-K37J4_L001	DBIbiofilm114_TTGCTA-K37J4_L001	DBIbiofilm115_TCTTCT-K37J4_L001	DBIbiofilm116_CTACTA-K37J4_L001	DBIbiofilm118_GGCTTG-K37J4_L001	DBIbiofilm119_TGCGCT-K37J4_L001	DBIbiofilm120_ACGATC-K37J4_L001	DBIbiofilm121_CGCTCT-K37J4_L001	DBIbiofilm122_GATAGA-K37J4_L001	DBIbiofilm55x4_AGATAG-K37J4_L001	DBIbiofilm98_CCGTCA-K37J4_L001	DBIbiofilm99_CATCCT-K37J4_L001	DBIbiofilm9_TATCAT-K37J4_L001	VD-DBIbiofilm-ech34_TCCATT-JNFP8_L001	VD-DBIbiofilm-ech54_ACCTCA-JNFP8_L001	VD-DBIbiofilm-ech55_CCCGAG-JNFP8_L001	VD-DBIbiofilm-ech55bis_GGACGG-JNFP8_L001	VD-DBIbiofilm-ech56_GGTATA-JNFP8_L001	VD-DBIbiofilm-ech57_GTGCTG-JNFP8_L001	VD-DBIbiofilm-ech58_CCCTCC-JNFP8_L001	VD-DBIbiofilm-ech60_GAGAAC-JNFP8_L001	VD-DBIbiofilm-ech61_TGGTGT-JNFP8_L001	VD-DBIbiofilm-ech62_AAACAA-JNFP8_L001	VD-DBIbiofilm-ech63_AGGGAT-JNFP8_L001	VD-DBIbiofilm-ech64_TGCGGG-JNFP8_L001	VD-DBIbiofilm-ech65_TCTATG-JNFP8_L001	VD-DBIbiofilm-ech68_GCAATA-JNFP8_L001	VD-DBIbiofilm-ech69_CAATTA-JNFP8_L001	VD-DBIbiofilm-ech70_CAATGC-JNFP8_L001	VD-DBIbiofilm-ech71_TGTTCG-JNFP8_L001	VD-DBIbiofilm-ech72_CCAACA-JNFP8_L001	VD-DBIbiofilm-ech73_CTACCG-JNFP8_L001	VD-DBIbiofilm-ech74_TCGTTC-JNFP8_L001	VD-DBIbiofilm-ech75_GCGATG-JNFP8_L001	VD-DBIbiofilm-ech76_ATATAA-JNFP8_L001	VD-DBIbiofilm-ech77_ATACTG-JNFP8_L001	VD-DBIbiofilm-ech78_GGAGAG-JNFP8_L001	VD-DBIbiofilm-ech79_ACGAGA-JNFP8_L001	VD-DBIbiofilm-ech80_ATTACA-JNFP8_L001	VD-DBIbiofilm-ech81_TGATTT-JNFP8_L001	VD-DBIbiofilm-ech82_GGGGTG-JNFP8_L001	VD-DBIbiofilm-ech83_ACAAAA-JNFP8_L001	VD-DBIbiofilm-ech84_CTCCAG-JNFP8_L001	VD-DBIbiofilm-ech85_GGTGTT-JNFP8_L001	VD-DBIbiofilm-ech86_CGGGAG-JNFP8_L001	VD-DBIbiofilm-ech87_TGGTAG-JNFP8_L001	VD-DBIbiofilm-ech90_AACCGA-JNFP8_L001	VD-DBIbiofilm-ech91_GGCAAT-JNFP8_L001	VD-DBIbiofilm-ech92_CCTTGA-JNFP8_L001	VD-DBIbiofilm-ech93_GTTTCT-JNFP8_L001	VD-DBIbiofilm-ech94_ACACGC-JNFP8_L001	VD-DBIbiofilm-ech95_GTGGGG-JNFP8_L001	VD-DBIbiofilm-ech96_CACCCA-JNFP8_L001
	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera sp.	M01945:370:000000000-K37J4:1:1104:15994:1507	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera sp.	Cluster_24	33506	0	0	34	0	0	0	25	0	54	34	3	24	57	70	5	0	2	2	4	8	1	35	0	0	2209	22	0	5	32	1	6	361	31	53	345	0	0	1573	581	622	195	1003	903	520	238	156	204	784	1029	1162	1117	767	852	2429	3029	2605	4223	617	803	786	190	810	1061	1824
	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Multi-affiliation;Multi-affiliation	M01945:370:000000000-K37J4:1:1101:13096:11894	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Multi-affiliation;Multi-affiliation	Cluster_21	74331	88	117	394	76	175	118	2093	1	1467	677	712	2043	1696	764	553	1	32	32	24	43	9	379	93	16	3585	88	23	6	99	32	22	2085	350	762	2056	54	1	3076	2431	2412	1202	1631	2673	1290	659	1030	502	1708	2468	2185	2552	2742	2407	2581	2813	2081	2383	1104	1013	3215	567	1713	1076	4051
	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum;unknown species	M01945:370:000000000-K37J4:1:1101:2803:17448	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum;unknown species	Cluster_18	31867	27	23	65	34	31	33	1022	0	112	333	508	752	138	521	291	0	0	0	0	0	0	34	76	0	5144	0	0	0	0	2	0	219	430	779	4584	0	0	188	186	95	3	169	215	24	248	1316	244	800	1335	81	173	119	131	47	21	40	39	862	1393	1294	778	2294	2264	2350
	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Multi-affiliation	M01945:370:000000000-K37J4:1:1102:26658:14078	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Multi-affiliation	Cluster_16	36648	110	20	199	62	126	26	740	0	975	1068	695	923	1171	1673	363	0	2	1	7	6	99	203	159	0	3381	13	361	207	11	12	11	1332	2497	562	1583	0	0	1544	800	718	157	961	1900	570	858	721	1099	1037	368	458	341	300	289	667	562	361	632	972	160	1283	562	252	171	307
	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus russellii	M01945:370:000000000-K37J4:1:1102:6439:13009	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus russellii	Cluster_20	18871	6	0	81	0	19	0	3	0	113	100	461	0	163	199	74	0	0	0	0	0	0	57	4	0	12033	0	0	0	0	0	0	0	10	3	110	0	0	6	7	0	0	77	48	0	39	234	33	25	154	48	40	15	0	188	150	6	1	2873	39	335	379	416	276	46
	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	M01945:370:000000000-K37J4:1:2101:19985:7272	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Cluster_33	17362	0	0	27	0	0	2	238	230	10	22	5	573	13	37	9	118	1	6	6	8	1	15	0	3688	126	22	561	1	17	3	3	448	188	45	227	6209	286	237	179	205	158	203	433	178	43	60	75	248	272	133	94	38	104	298	308	147	236	44	111	83	30	108	79	113
	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter rudis CIP 110305	M01945:370:000000000-K37J4:1:1101:11921:8769	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter rudis CIP 110305	Cluster_31	16090	158	1342	395	219	235	838	155	0	1033	32	35	249	450	35	30	0	0	0	0	0	0	272	319	0	153	0	1	0	0	0	0	1116	18	22	15	0	0	1118	58	233	586	905	58	460	750	23	53	119	950	39	51	265	203	78	170	510	777	60	389	88	600	157	69	199
	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;unknown family;JTB215;bacterium str. 77003	M01764:248:000000000-JNFP8:1:1107:10002:9517	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;unknown family;JTB215;bacterium str. 77003	Cluster_22	15580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	673	0	0	1096	891	0	14	6819	2214	0	720	606	0	0	2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	M01945:370:000000000-K37J4:1:1107:22266:18907	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	Cluster_28	21162	0	5	20	4	8	11	601	220	34	24	33	1303	32	30	28	73	26	23	44	65	2	18	1	2462	280	161	423	2207	139	10	46	333	82	71	194	4680	356	488	257	302	539	260	377	241	101	85	105	347	551	170	146	107	88	467	481	270	504	98	291	106	46	299	180	207
	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Multi-affiliation	M01945:370:000000000-K37J4:1:1101:26240:17346	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Multi-affiliation	Cluster_25	13927	87	1	70	44	58	1	813	0	767	38	2172	301	1204	91	1848	0	9	8	12	19	2	48	55	0	123	25	15	0	27	2	17	1216	10	21	75	0	0	319	1257	1056	125	201	273	153	55	230	190	83	158	85	114	40	110	37	20	1	55	22	43	39	24	32	9	17
	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Multi-affiliation	M01945:370:000000000-K37J4:1:2116:10069:7812	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Multi-affiliation	Cluster_26	31347	53	88	21	3	30	73	119	4316	276	54	245	81	287	93	257	859	64	104	55	90	532	5	4	549	847	468	1430	719	377	2341	1976	1416	114	33	378	1001	7142	193	667	354	447	71	718	168	44	180	63	104	214	126	282	194	190	40	90	101	257	33	40	123	21	25	34	68
	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Multi-affiliation	M01945:370:000000000-K37J4:1:1104:13297:13489	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Multi-affiliation	Cluster_27	12642	17	0	5	0	13	0	12	0	41	13	10	33	19	9	6	0	2	1	3	2	0	5	0	0	1048	5	0	0	5	1	3	0	7	2	1952	0	0	14	47	31	0	40	186	92	1	318	308	1349	19	155	14	42	21	1437	104	636	394	350	1387	61	677	1195	233	317
	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Multi-affiliation	M01945:370:000000000-K37J4:1:1118:10356:22794	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Multi-affiliation	Cluster_29	11765	0	0	1	0	1	0	1	770	2	0	2	0	5	0	0	62	0	0	0	0	2	1	0	2421	89	14	240	0	0	0	1	239	94	0	0	5233	2481	9	6	11	0	0	0	0	0	0	0	0	0	0	41	20	0	7	0	0	9	0	0	0	3	0	0	0
	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	M01945:370:000000000-K37J4:1:1110:10513:4706	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	Cluster_32	10598	10	0	21	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	16	12	0	0	3647	0	67	11	5	0	0	1971	236	0	8	0	0	179	325	569	62	8	23	17	69	61	858	25	5	459	222	13	119	84	2	1	0	756	1	458	240	14	13	0
	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Multi-affiliation	M01945:370:000000000-K37J4:1:2119:17609:18239	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Multi-affiliation	Cluster_30	11772	30	1	1	9	28	0	7	0	201	23	81	12	68	40	68	0	2	1	1	3	4	1	12	0	25	15	1	11	5	1	6	9022	770	706	10	0	0	10	20	23	395	2	47	22	7	17	6	8	27	0	0	1	1	3	0	2	5	6	0	0	3	2	0	0
	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Multi-affiliation	M01945:370:000000000-K37J4:1:1102:13074:5571	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella;Multi-affiliation	Cluster_35	21751	32	192	25	191	39	142	364	0	304	315	433	286	284	553	316	0	1	0	2	2	0	15	282	0	1467	5	0	0	5	2	4	313	22	63	1144	0	0	346	422	621	336	242	556	302	71	376	128	916	548	407	772	452	524	606	1025	556	740	226	1905	309	523	391	628	1020
	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus raffinolactis	M01945:370:000000000-K37J4:1:1101:12573:13165	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus raffinolactis	Cluster_34	9442	48	25	36	16	82	13	0	0	12	4	38	0	1	6	4	0	2	6	0	2	0	32	28	0	118	9	0	0	30	23	17	74	140	132	408	0	0	389	254	194	98	2337	866	416	52	474	30	304	866	28	6	24	15	168	312	339	133	59	104	19	10	237	131	271
	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;Pleomorphomonas;Pleomorphomonas oryzae	M01945:370:000000000-K37J4:1:1105:23530:18585	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;Pleomorphomonas;Pleomorphomonas oryzae	Cluster_41	9062	0	0	25	0	0	0	232	0	52	433	209	104	94	638	105	0	1	0	0	0	3	34	0	0	1121	0	19	1	0	2	0	1009	335	96	179	0	0	314	55	137	198	206	72	103	88	94	92	187	1022	87	150	23	67	21	46	5	27	568	41	458	178	63	33	35
	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Multi-affiliation;Multi-affiliation	M01945:370:000000000-K37J4:1:1101:6806:9440	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Multi-affiliation;Multi-affiliation	Cluster_38	12186	0	0	24	0	1	0	221	0	239	66	240	138	222	63	185	0	4	7	3	7	2	21	0	0	272	23	7	1	19	12	7	292	464	1094	280	0	0	674	264	258	488	448	576	264	238	92	73	228	940	326	199	102	154	799	503	283	247	109	218	86	86	251	168	198
	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Multi-affiliation;Multi-affiliation	M01945:370:000000000-K37J4:1:1102:27959:6951	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Multi-affiliation;Multi-affiliation	Cluster_40	9894	214	239	183	61	198	175	26	0	220	80	19	46	180	122	5	0	0	1	0	2	0	330	72	0	1003	3	0	0	0	4	0	29	673	447	705	0	0	99	154	100	1	62	275	88	182	564	251	426	319	46	49	0	2	38	31	11	53	313	523	330	419	99	256	166
	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;bacterium NLAE-zl-H43	M01945:370:000000000-K37J4:1:1101:7260:3489	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;bacterium NLAE-zl-H43	Cluster_36	7905	107	7	17	5	122	7	358	0	272	323	242	415	322	622	142	0	0	0	0	0	3	28	3	0	1011	0	0	0	2	0	1	212	666	95	191	0	0	225	174	91	10	81	305	46	167	229	196	169	30	63	83	34	38	59	58	20	54	159	18	222	132	36	12	21
	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	M01945:370:000000000-K37J4:1:1105:18749:13792	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	Cluster_39	7178	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	255	3783	47	667	1	0	50	527	16	35	16	1103	31	110	307	37	13	92	0	0	0	4	0	0	0	0	0	9	0	39	0	0	0
	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Multi-affiliation	M01945:370:000000000-K37J4:1:1101:13470:21949	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Multi-affiliation	Cluster_45	12545	158	499	29	29	142	415	130	0	218	136	75	194	144	332	42	0	0	2	5	4	3	32	53	0	1630	9	2	0	6	4	9	636	697	199	213	0	0	773	422	247	258	970	770	369	93	162	119	211	243	125	62	58	95	167	78	124	94	413	103	116	222	87	44	73
	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;Multi-affiliation	M01945:370:000000000-K37J4:1:1113:21653:11189	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;Multi-affiliation	Cluster_84	14696	57	0	33	21	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	19	0	557	0	0	0	0	1	0	3049	700	1212	288	0	0	236	47	217	482	354	91	101	479	244	86	198	1321	6	0	381	9	7	3	1950	63	177	192	389	312	185	52	1038
