#comment	blast_taxonomy	seed_id	taxonomy	observation_name	observation_sum	DBIbiofilm100_GTCGGC-K37J4_L001	DBIbiofilm101_TGTAAA-K37J4_L001	DBIbiofilm102_CAGCGT-K37J4_L001	DBIbiofilm103_GGATCA-K37J4_L001	DBIbiofilm104_CCCCAT-K37J4_L001	DBIbiofilm105_CCTCCC-K37J4_L001	DBIbiofilm109_CCTGCT-K37J4_L001	DBIbiofilm10_CTAGTC-K37J4_L001	DBIbiofilm110_TTACTC-K37J4_L001	DBIbiofilm111_ATTAGG-K37J4_L001	DBIbiofilm112_GCCTAA-K37J4_L001	DBIbiofilm113_AAAGCG-K37J4_L001	DBIbiofilm114_TTGCTA-K37J4_L001	DBIbiofilm115_TCTTCT-K37J4_L001	DBIbiofilm116_CTACTA-K37J4_L001	DBIbiofilm118_GGCTTG-K37J4_L001	DBIbiofilm119_TGCGCT-K37J4_L001	DBIbiofilm120_ACGATC-K37J4_L001	DBIbiofilm121_CGCTCT-K37J4_L001	DBIbiofilm122_GATAGA-K37J4_L001	DBIbiofilm55x4_AGATAG-K37J4_L001	DBIbiofilm98_CCGTCA-K37J4_L001	DBIbiofilm99_CATCCT-K37J4_L001	DBIbiofilm9_TATCAT-K37J4_L001	VD-DBIbiofilm-ech34_TCCATT-JNFP8_L001	VD-DBIbiofilm-ech54_ACCTCA-JNFP8_L001	VD-DBIbiofilm-ech55_CCCGAG-JNFP8_L001	VD-DBIbiofilm-ech55bis_GGACGG-JNFP8_L001	VD-DBIbiofilm-ech56_GGTATA-JNFP8_L001	VD-DBIbiofilm-ech57_GTGCTG-JNFP8_L001	VD-DBIbiofilm-ech58_CCCTCC-JNFP8_L001	VD-DBIbiofilm-ech60_GAGAAC-JNFP8_L001	VD-DBIbiofilm-ech61_TGGTGT-JNFP8_L001	VD-DBIbiofilm-ech62_AAACAA-JNFP8_L001	VD-DBIbiofilm-ech63_AGGGAT-JNFP8_L001	VD-DBIbiofilm-ech64_TGCGGG-JNFP8_L001	VD-DBIbiofilm-ech65_TCTATG-JNFP8_L001	VD-DBIbiofilm-ech68_GCAATA-JNFP8_L001	VD-DBIbiofilm-ech69_CAATTA-JNFP8_L001	VD-DBIbiofilm-ech70_CAATGC-JNFP8_L001	VD-DBIbiofilm-ech71_TGTTCG-JNFP8_L001	VD-DBIbiofilm-ech72_CCAACA-JNFP8_L001	VD-DBIbiofilm-ech73_CTACCG-JNFP8_L001	VD-DBIbiofilm-ech74_TCGTTC-JNFP8_L001	VD-DBIbiofilm-ech75_GCGATG-JNFP8_L001	VD-DBIbiofilm-ech76_ATATAA-JNFP8_L001	VD-DBIbiofilm-ech77_ATACTG-JNFP8_L001	VD-DBIbiofilm-ech78_GGAGAG-JNFP8_L001	VD-DBIbiofilm-ech79_ACGAGA-JNFP8_L001	VD-DBIbiofilm-ech80_ATTACA-JNFP8_L001	VD-DBIbiofilm-ech81_TGATTT-JNFP8_L001	VD-DBIbiofilm-ech82_GGGGTG-JNFP8_L001	VD-DBIbiofilm-ech83_ACAAAA-JNFP8_L001	VD-DBIbiofilm-ech84_CTCCAG-JNFP8_L001	VD-DBIbiofilm-ech85_GGTGTT-JNFP8_L001	VD-DBIbiofilm-ech86_CGGGAG-JNFP8_L001	VD-DBIbiofilm-ech87_TGGTAG-JNFP8_L001	VD-DBIbiofilm-ech90_AACCGA-JNFP8_L001	VD-DBIbiofilm-ech91_GGCAAT-JNFP8_L001	VD-DBIbiofilm-ech92_CCTTGA-JNFP8_L001	VD-DBIbiofilm-ech93_GTTTCT-JNFP8_L001	VD-DBIbiofilm-ech94_ACACGC-JNFP8_L001	VD-DBIbiofilm-ech95_GTGGGG-JNFP8_L001	VD-DBIbiofilm-ech96_CACCCA-JNFP8_L001
	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Multi-affiliation	M01945:370:000000000-K37J4:1:1118:10356:22794	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Multi-affiliation	Cluster_27	12120	0	0	1	0	1	0	1	800	2	0	2	0	5	0	0	63	0	0	0	0	2	1	0	2588	89	14	240	0	0	0	1	240	93	0	0	5334	2530	9	6	11	0	0	0	0	0	0	0	0	0	0	41	20	0	7	0	0	9	0	0	7	3	0	0	0
	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Multi-affiliation;Multi-affiliation	M01945:370:000000000-K37J4:1:2105:8559:15843	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Multi-affiliation;Multi-affiliation	Cluster_47	15615	0	0	6	1	0	0	0	0	5	0	0	2	18	0	0	0	722	1190	824	650	43	2	1	0	1	2095	22	29	2229	1991	5615	12	6	0	0	0	22	12	29	21	0	6	6	3	3	7	3	4	0	17	12	2	1	0	0	0	0	0	0	3	0	0	0	0
	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	M01945:370:000000000-K37J4:1:1110:10513:4706	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	Cluster_28	10609	11	0	22	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	15	12	0	0	3652	0	67	10	5	0	0	1971	237	0	8	0	0	181	325	568	62	8	22	17	67	63	856	25	5	462	221	13	118	85	2	1	0	760	1	460	239	14	13	0
	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Multi-affiliation;Multi-affiliation	M01945:370:000000000-K37J4:1:2119:17609:18239	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Multi-affiliation;Multi-affiliation	Cluster_29	12086	33	1	1	9	34	0	7	0	289	36	105	19	122	54	97	0	3	3	1	7	4	1	17	0	25	17	1	19	9	4	6	9026	771	710	11	0	0	12	21	24	399	2	54	25	7	19	7	9	29	1	0	1	1	3	2	2	7	9	0	0	6	3	0	1
	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;Pleomorphomonas;Pleomorphomonas oryzae	M01945:370:000000000-K37J4:1:1105:23530:18585	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;Pleomorphomonas;Pleomorphomonas oryzae	Cluster_33	9104	0	0	26	0	0	0	238	0	52	444	216	105	95	654	110	0	1	0	0	0	3	34	0	0	1123	0	19	1	0	2	0	1009	334	96	178	0	0	315	55	137	196	208	72	104	88	95	93	186	1020	87	150	23	67	21	47	5	27	567	41	453	178	62	33	34
	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Multi-affiliation	M01945:370:000000000-K37J4:1:1118:14937:11124	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Multi-affiliation	Cluster_44	35788	89	97	168	41	119	43	92	0	1523	267	1927	186	919	347	805	0	497	513	463	486	40	99	62	0	467	1622	82	59	2205	1434	928	1091	150	88	450	0	9	1724	1324	1237	990	1679	1383	731	464	274	160	470	1075	1197	197	235	227	1617	412	373	654	318	205	378	124	649	111	212
	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Multi-affiliation	M01945:370:000000000-K37J4:1:2103:25828:19663	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Multi-affiliation	Cluster_48	7642	1	6	18	2	0	0	74	0	20	42	37	72	21	53	31	0	1	1	1	1	0	8	3	0	807	2	3	0	2	1	2	280	580	647	195	0	0	270	160	118	141	178	222	150	70	102	78	409	484	79	91	46	48	117	239	85	155	166	556	66	168	319	92	122
	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	M01945:370:000000000-K37J4:1:1105:18749:13792	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Acetobacteroides;unknown species	Cluster_38	7312	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	256	3847	47	680	1	0	50	539	16	35	16	1139	31	110	310	38	13	94	0	0	0	4	0	0	0	0	0	9	0	39	0	0	0
	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Multi-affiliation	M01945:370:000000000-K37J4:1:1101:13470:21949	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Multi-affiliation	Cluster_39	12724	161	513	29	29	147	426	136	0	227	142	75	203	145	337	45	0	0	2	5	4	4	33	53	0	1637	9	2	0	6	4	9	665	704	203	214	0	0	787	422	248	259	988	773	371	95	163	119	212	243	125	62	60	94	169	79	124	94	413	105	117	228	88	44	73
	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;Multi-affiliation	M01945:370:000000000-K37J4:1:1113:21653:11189	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;Multi-affiliation	Cluster_41	14787	59	0	35	21	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	21	0	549	0	0	0	0	1	0	3059	725	1246	288	0	0	237	44	215	470	351	93	102	487	246	100	215	1333	6	0	372	9	7	6	1931	63	178	192	384	328	184	54	1038
	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Clostridioides;Multi-affiliation	M01945:370:000000000-K37J4:1:1101:25815:6227	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Clostridioides;Multi-affiliation	Cluster_43	6319	25	0	4	0	58	0	426	0	25	70	87	1033	39	98	52	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	17	7	90	0	0	65	161	0	0	1020	599	0	6	647	0	4	123	0	0	149	2	0	0	174	0	0	1	1040	1	0	0	279
	Bacteria;Firmicutes;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus;Multi-affiliation	M01945:370:000000000-K37J4:1:1101:25368:7654	Bacteria;Firmicutes;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus;Multi-affiliation	Cluster_45	6003	143	47	28	51	95	98	4	0	55	47	35	2	39	129	7	0	1	1	1	2	1	27	40	0	74	5	0	0	13	4	3	53	82	140	79	0	0	154	121	89	94	638	425	135	17	38	17	81	60	75	77	77	33	374	235	540	333	65	111	99	59	264	318	168
